info.brochures.destination,info.brochures.hotel,info.brochures.tour.operator,info.travel.agent,info.tourist.centre,info.advertising.newspapers,info.travel.guides,info.friends.relatives,info.work.colleagues,info.radio,info.TV,info.internet,info.exhibitions,info.slide.nights,book.internet,book.phone,book.at.destination,book.travel.agent,book.other,book.someone.else,spendpppd,TV.channel
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,55.5555555555556,Channel 9 (National)
1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,90,SBS (National)
1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,30.6122448979592,Channel 7 (National)
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,41.6666666666667,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,7.5,Channel 7 (National)
1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,Channel 7 (National)
0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,625,SBS (National)
0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,41.6666666666667,ABC (National)
0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,20,Channel 7 (National)
0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,100,Pay TV
1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,30,Channel 7 (National)
1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,62.5,ABC (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,41.6666666666667,Channel 7 (National)
1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,31.25,Pay TV
1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,12.5,Pay TV
1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,190.47619047619,ABC (National)
0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,66.6666666666667,ABC (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,6.66666666666667,Pay TV
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,333.333333333333,Pay TV
0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,31.25,ABC (National)
0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,250,Channel 7 (National)
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,5.35714285714286,Regional programs on national channels
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,66.6666666666667,Pay TV
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,41.6666666666667,Channel 10 (National)
0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,87.5,Channel 9 (National)
1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,5,Channel 10 (National)
0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,166.666666666667,Channel 7 (National)
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,5.35714285714286,Channel 10 (National)
1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,5,ABC (National)
1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,7.14285714285714,Channel 10 (National)
1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,10,ABC (National)
1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,40,ABC (National)
1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,30,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,125,Pay TV
0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,33.3333333333333,Channel 7 (National)
0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2.5,ABC (National)
0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,140,Channel 7 (National)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.6363636363636,Regional programs on national channels
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,58.3333333333333,Channel 10 (National)
0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,66.6666666666667,Pay TV
1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,50,Channel 9 (National)
1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,3.7037037037037,ABC (National)
1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,53.5714285714286,Channel 7 (National)
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,41.6666666666667,Pay TV
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,22.7272727272727,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,137.5,Channel 9 (National)
1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,50,Pay TV
0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,13.3333333333333,Other (please specify) 
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,9.52380952380952,ABC (National)
1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,133.333333333333,ABC (National)
0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,142.857142857143,Pay TV
1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,100,Channel 7 (National)
1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,40,Channel 10 (National)
0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,21.4285714285714,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,50,Other (please specify) 
0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,125,Pay TV
1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,214.285714285714,ABC (National)
1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,142.857142857143,Channel 7 (National)
1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,40,SBS (National)
1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,20,Pay TV
1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,100,Regional programs on national channels
0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2.14285714285714,Channel 7 (National)
1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,75,Pay TV
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,64.1025641025641,Channel 9 (National)
0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,93.75,ABC (National)
0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,50,Channel 7 (National)
1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,13.3333333333333,Pay TV
1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,83.3333333333333,Channel 7 (National)
1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,125,Channel 7 (National)
1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,13.6363636363636,Channel 7 (National)
1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,142.857142857143,Channel 10 (National)
0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,166.666666666667,Channel 9 (National)
1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,25,Pay TV
1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,166.666666666667,Channel 9 (National)
1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,28.5714285714286,Regional programs on national channels
1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,42.8571428571429,Channel 9 (National)
1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,16.6666666666667,Channel 7 (National)
1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,125,Channel 7 (National)
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,ABC (National)
1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,8.33333333333333,Channel 10 (National)
0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,31.25,Pay TV
1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,13.3333333333333,Pay TV
1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,25,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,20.8333333333333,ABC (National)
1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,60,Pay TV
0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,50,Channel 9 (National)
1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,16.6666666666667,Channel 7 (National)
1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,7.14285714285714,ABC (National)
1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,100,Channel 7 (National)
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.41176470588235,Channel 7 (National)
1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,25,ABC (National)
1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,42.8571428571429,Channel 9 (National)
1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,4.44444444444444,Channel 7 (National)
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,20,ABC (National)
1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,83.3333333333333,Channel 7 (National)
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,12.5,Channel 7 (National)
1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,11.9047619047619,Channel 10 (National)
0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,45.4545454545455,NA
0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,62.5,Channel 10 (National)
1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,4.16666666666667,Other (please specify) 
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,125,Channel 7 (National)
1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,53.3333333333333,Channel 9 (National)
0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,187.5,Channel 7 (National)
1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,7.40740740740741,Pay TV
1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,128.571428571429,Channel 7 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,100,Channel 7 (National)
0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,141.666666666667,Channel 9 (National)
1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,8.92857142857143,Pay TV
0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,62.5,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,187.5,Channel 10 (National)
1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,200,Channel 7 (National)
0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,83.3333333333333,Channel 7 (National)
0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,100,Channel 7 (National)
1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,175,Channel 9 (National)
1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,37.5,Pay TV
0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,62.5,Channel 10 (National)
0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,41.6666666666667,Channel 7 (National)
1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,133.333333333333,Regional programs on national channels
1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,29.1666666666667,ABC (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,71.4285714285714,Channel 9 (National)
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,33.3333333333333,Channel 10 (National)
0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,107.142857142857,Pay TV
0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,150,ABC (National)
1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,100,Channel 7 (National)
1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,250,Pay TV
1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,44.4444444444444,Channel 10 (National)
0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,50,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,50,ABC (National)
1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,214.285714285714,Channel 7 (National)
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,37.5,Channel 7 (National)
1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0.0324675324675325,Channel 9 (National)
1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,8,SBS (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,285.714285714286,SBS (National)
1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,NA,Other (please specify) 
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,15.625,ABC (National)
1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,35,Channel 7 (National)
0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,333.333333333333,Channel 7 (National)
1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,16.6666666666667,Channel 9 (National)
1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,50,Channel 9 (National)
0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,6.42857142857143,Channel 9 (National)
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,50,Channel 10 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,150,Channel 9 (National)
1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,68.1818181818182,Pay TV
0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,89.2857142857143,NA
1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,83.3333333333333,Pay TV
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,43.75,Channel 7 (National)
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,6.66666666666667,ABC (National)
1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,50,ABC (National)
1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,75,Pay TV
1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,24,Pay TV
1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,10.7407407407407,Pay TV
0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,30,Pay TV
1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,62.5,Channel 9 (National)
1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,37.5,Other (please specify) 
1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,60,Pay TV
0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,40,Channel 7 (National)
0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,50,Pay TV
1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,25,Channel 7 (National)
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,100,SBS (National)
1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,71.4285714285714,Pay TV
1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,66.6666666666667,Regional programs on national channels
1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,83.3333333333333,Pay TV
1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,71.4285714285714,Pay TV
1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,416.666666666667,Channel 10 (National)
1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,77.7777777777778,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,42.8571428571429,SBS (National)
0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,31.7460317460317,Regional programs on national channels
1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,187.5,Channel 7 (National)
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,133.333333333333,Other (please specify) 
1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,31.25,Channel 7 (National)
1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,18.75,Channel 7 (National)
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,133.333333333333,NA
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,100,Pay TV
1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,200,ABC (National)
1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,35.7142857142857,Regional programs on national channels
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,18.3333333333333,Channel 9 (National)
0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,75,Channel 10 (National)
1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,13.8888888888889,ABC (National)
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20,Channel 7 (National)
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,88.8888888888889,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,12.5,Channel 7 (National)
1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,37.5,Regional programs on national channels
1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,142.857142857143,Regional programs on national channels
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,8.33333333333333,Channel 10 (National)
0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,125,Channel 7 (National)
0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,47.6190476190476,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,12.5,Channel 10 (National)
0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,66.6666666666667,Pay TV
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,35.7142857142857,Channel 10 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,40.8163265306122,Channel 9 (National)
0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,20,Pay TV
0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,15,Channel 9 (National)
1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,100,Channel 7 (National)
1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,86.6666666666667,Channel 7 (National)
1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,112.5,Channel 7 (National)
0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,11.1111111111111,Pay TV
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,100,Channel 7 (National)
1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,33.3333333333333,Pay TV
1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,42.8571428571429,ABC (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,333.333333333333,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,28,Channel 7 (National)
1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,89.2857142857143,Pay TV
