info.brochures.destination,info.brochures.hotel,info.brochures.tour.operator,info.travel.agent,info.tourist.centre,info.advertising.newspapers,info.travel.guides,info.friends.relatives,info.work.colleagues,info.radio,info.TV,info.internet,info.exhibitions,info.slide.nights,book.internet,book.phone,book.at.destination,book.travel.agent,book.other,book.someone.else,spendpppd,TV.channel
0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,100,Channel 10 (National)
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,66.6666666666667,Channel 9 (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,204.545454545455,ABC (National)
0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,10,ABC (National)
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30,Channel 7 (National)
1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,111.111111111111,Channel 7 (National)
1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,50,Channel 7 (National)
0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,138.888888888889,Channel 7 (National)
1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,62.5,Pay TV
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,33.3333333333333,Pay TV
0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,16.6666666666667,Channel 7 (National)
1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,14.2857142857143,Pay TV
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,18.75,Channel 7 (National)
0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,95.2380952380952,ABC (National)
0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,71.4285714285714,Channel 9 (National)
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,200,Channel 10 (National)
1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,70,ABC (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,30,Channel 10 (National)
1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2.38095238095238,Regional programs on national channels
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,16.6666666666667,Channel 7 (National)
0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,250,Pay TV
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,35.7142857142857,Regional programs on national channels
1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,55.5555555555556,Pay TV
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,20,Channel 10 (National)
0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,104.166666666667,Channel 7 (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,53.5714285714286,Pay TV
1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10.7142857142857,Channel 7 (National)
1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,333.333333333333,Channel 10 (National)
1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,60,Regional programs on national channels
1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,4.16666666666667,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,35.7142857142857,Regional programs on national channels
1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,6.25,Channel 9 (National)
1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,16.6666666666667,Channel 7 (National)
1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,83.3333333333333,Channel 7 (National)
1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,100,Pay TV
1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,62.5,ABC (National)
1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,107.142857142857,ABC (National)
1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,17.1428571428571,Channel 7 (National)
0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,50,Pay TV
1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,46.1538461538462,ABC (National)
1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,17.8571428571429,Pay TV
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,6.25,Channel 7 (National)
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,13.3333333333333,Channel 7 (National)
1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,NA,Channel 7 (National)
1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,250,Channel 7 (National)
1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,18.75,Channel 10 (National)
1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,142.857142857143,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,20,Channel 9 (National)
1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,Channel 7 (National)
1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,4.16666666666667,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,21.4285714285714,Channel 7 (National)
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,33.3333333333333,Channel 7 (National)
1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,250,Pay TV
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,232.142857142857,Pay TV
1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,23.8095238095238,Channel 7 (National)
1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,66.6666666666667,Channel 7 (National)
1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,40,Channel 10 (National)
1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,90,Channel 7 (National)
1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,107.142857142857,Channel 9 (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,142.857142857143,Channel 7 (National)
0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,66.6666666666667,SBS (National)
1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,36.3636363636364,Channel 10 (National)
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28.5714285714286,ABC (National)
0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,31.25,Channel 7 (National)
1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,125,Channel 7 (National)
1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,83.3333333333333,Channel 9 (National)
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,7.2,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,62.5,ABC (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,11.4285714285714,Channel 10 (National)
1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,100,Channel 7 (National)
0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,41.6666666666667,Channel 7 (National)
0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,31.25,ABC (National)
1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,50,Regional programs on national channels
1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,40,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,80,Channel 7 (National)
0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,100,ABC (National)
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,150,Channel 7 (National)
1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3.33333333333333,Channel 7 (National)
0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,66.6666666666667,ABC (National)
0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,25,Channel 7 (National)
1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1.66666666666667,ABC (National)
1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,40,Channel 10 (National)
1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,6,Channel 10 (National)
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,17.8571428571429,SBS (National)
1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,26.6666666666667,Channel 9 (National)
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.2857142857143,Channel 7 (National)
1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,150,Channel 9 (National)
1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,30.7692307692308,Channel 7 (National)
1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,100,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,125,Channel 7 (National)
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,50,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,31.25,Channel 9 (National)
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,100,Channel 7 (National)
1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,214.285714285714,Pay TV
1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,115,Pay TV
1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,50,Pay TV
1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80,Channel 7 (National)
1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,25,Channel 9 (National)
1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,25,Channel 7 (National)
1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,62.5,ABC (National)
0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,50,Pay TV
1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,16.6666666666667,Channel 10 (National)
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,33.3333333333333,Channel 7 (National)
1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,40,Channel 9 (National)
1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,166.666666666667,Channel 7 (National)
1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,33.3333333333333,Channel 9 (National)
0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,25,Channel 9 (National)
1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,83.3333333333333,Channel 10 (National)
0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,37.5,Other (please specify) 
0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,33.3333333333333,Channel 7 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,41.6666666666667,Channel 7 (National)
1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,222.222222222222,Channel 9 (National)
1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,11.1111111111111,Channel 7 (National)
1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,13.3333333333333,Channel 7 (National)
1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,100,Channel 7 (National)
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,100,ABC (National)
0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,125,Channel 9 (National)
1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,60,ABC (National)
1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,200,Pay TV
1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,27.0833333333333,Channel 10 (National)
1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,83.3333333333333,Channel 7 (National)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.7142857142857,Channel 9 (National)
1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,11.1111111111111,NA
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,31.25,Channel 7 (National)
0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,12.5,Regional programs on national channels
0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,18.5185185185185,Pay TV
0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,100,Channel 10 (National)
1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,83.3333333333333,Pay TV
1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,450,Channel 7 (National)
0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,35.7142857142857,Regional programs on national channels
1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,133.333333333333,Pay TV
1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,38.8888888888889,Channel 7 (National)
0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,71.4285714285714,ABC (National)
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,375,Channel 10 (National)
1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,25,Other (please specify) 
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,50,Pay TV
1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,166.666666666667,ABC (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,142.857142857143,Channel 7 (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,40,ABC (National)
0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,250,Pay TV
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,250,Pay TV
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,50,Pay TV
1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,57.1428571428571,Channel 10 (National)
1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5.55555555555556,Channel 7 (National)
0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,83.3333333333333,Channel 7 (National)
1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,125,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,200,Channel 10 (National)
1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,76.6666666666667,ABC (National)
1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,25,Channel 7 (National)
1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,35,ABC (National)
0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,45,Regional programs on national channels
1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,66.6666666666667,Pay TV
1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,187.5,Channel 7 (National)
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,300,Pay TV
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,107.142857142857,Channel 7 (National)
1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,30,Channel 10 (National)
1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,33.3333333333333,Pay TV
1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,62.5,Channel 9 (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,12.5,Channel 9 (National)
0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,10.2040816326531,Channel 7 (National)
1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,32.258064516129,ABC (National)
1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,324.074074074074,Channel 10 (National)
1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,71.4285714285714,Regional programs on national channels
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,47.6190476190476,ABC (National)
1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,120,ABC (National)
0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,125,Channel 7 (National)
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,12.5,Channel 7 (National)
1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,120,Pay TV
1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,28.5714285714286,Pay TV
1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,50,Pay TV
1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,250,Channel 9 (National)
1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,57.1428571428571,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,166.666666666667,Channel 9 (National)
0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,111.111111111111,ABC (National)
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,200,Channel 7 (National)
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,28.5714285714286,ABC (National)
0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,100,Regional programs on national channels
0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,50,Channel 7 (National)
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,50,ABC (National)
1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,100,Channel 9 (National)
1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,250,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,33.3333333333333,Channel 7 (National)
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,62.5,Channel 10 (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,9.375,ABC (National)
1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,125,Channel 7 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,33.3333333333333,ABC (National)
1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,12.5,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,33.3333333333333,Channel 7 (National)
1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,68.1818181818182,Channel 7 (National)
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,38.8888888888889,Channel 7 (National)
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,375,Regional programs on national channels
1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,125,Pay TV
1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,55.5555555555556,ABC (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,100,Pay TV
1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,75,Pay TV
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,140,Pay TV
1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,25,ABC (National)
1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,138.888888888889,Channel 7 (National)
0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,312.5,Channel 7 (National)
0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,50,Channel 7 (National)
1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,NA,Regional programs on national channels
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,120,Channel 7 (National)
